authorDisplayName,authorChannelUrl,authorChannelId,channelId,videoId,textDisplay,parentId,canRate,likeCount,publishedAt,updatedAt
@karmayesue,http://www.youtube.com/@karmayesue,UCio7UKE0Vmg760VF8USuidQ,{'value': 'UCio7UKE0Vmg760VF8USuidQ'},RPcwUunWqhs,"Gracias licenciado Mariano por su aporte y apoyo por la causa venezolana. Saludos desde Guanare, Portuguesa, Venezuela 🇻🇪 Bendiciones y luz 🌿🙏✨",UgxO2q6Q3aJlZLTNV_J4AaABAg,True,38,2024-10-11T01:10:45Z,2024-10-11T01:10:45Z
@veroluz33,http://www.youtube.com/@veroluz33,UC2YDqL1WzKr7sICEvclHNLQ,{'value': 'UC2YDqL1WzKr7sICEvclHNLQ'},RPcwUunWqhs,"El título es violento , la periodista no te faltó el respeto <br>El peluca hace lo mismo en sus videos y es al pedo , no suma",UgyxZ0Ti31UagQxoyid4AaABAg,True,0,2024-10-11T01:10:42Z,2024-10-11T01:10:42Z
@marianoillescas4629,http://www.youtube.com/@marianoillescas4629,UCyvpIY-4DgJLNVBDxstMYfw,{'value': 'UCyvpIY-4DgJLNVBDxstMYfw'},RPcwUunWqhs,Peroodista recibido en river jajajaja,UgwIg5zmB4_IXS-NAkJ4AaABAg,True,0,2024-10-11T01:09:15Z,2024-10-11T01:09:15Z
@mariavilte7052,http://www.youtube.com/@mariavilte7052,UCwzmbiu1Mrj8If1OBf1jaYA,{'value': 'UCwzmbiu1Mrj8If1OBf1jaYA'},RPcwUunWqhs,"Eso de&quot; provocar &quot; ya m tienen harta , es como decir que una mujer provoca por eso la violan o por eso la matan , es justificar la violencia",UgyjCbot4Ao7Lp7aHvh4AaABAg,True,7,2024-10-11T01:08:40Z,2024-10-11T01:08:40Z
@TheBaskinho,http://www.youtube.com/@TheBaskinho,UCJBJrzKqUXViBAGlnC_X7Aw,{'value': 'UCJBJrzKqUXViBAGlnC_X7Aw'},RPcwUunWqhs,A los zurdos y kukas ni agua!,UgyqlQoNzWa5KM3w9E14AaABAg,True,0,2024-10-11T01:08:36Z,2024-10-11T01:08:36Z
@byronfagerstrom5125,http://www.youtube.com/@byronfagerstrom5125,UCQ1oaptQFhftea4-PWalJaQ,{'value': 'UCQ1oaptQFhftea4-PWalJaQ'},RPcwUunWqhs,bien ahí Mariano jajajaj suerte 🍀,UgwF7L2-DtTfZekMI8B4AaABAg,True,6,2024-10-11T01:06:07Z,2024-10-11T01:06:07Z
@RobertoVeloz-jv5ns,http://www.youtube.com/@RobertoVeloz-jv5ns,UCxSgWVpHEYn_3jDLE8TvD8Q,{'value': 'UCxSgWVpHEYn_3jDLE8TvD8Q'},RPcwUunWqhs,IMPRECIONANTE PERO LO SIGO POR DESIR LA VERDAD DISCULPAS POR MI MALA ORTOGRAFIA PERO TIENES MI APOLLO,Ugxqm1wCYMAuMgxvR5N4AaABAg,True,0,2024-10-11T01:04:50Z,2024-10-11T01:04:50Z
@exess22monzon50,http://www.youtube.com/@exess22monzon50,UC-Uxegeilmb3_vjnJTe880A,{'value': 'UC-Uxegeilmb3_vjnJTe880A'},RPcwUunWqhs,Muy cierto que la gente no cree en los periodistas egemonicos,UgyoCY1prE76PIBT6wR4AaABAg,True,0,2024-10-11T01:03:32Z,2024-10-11T01:03:32Z
@leonelgiraldo8930,http://www.youtube.com/@leonelgiraldo8930,UCHVTB2ws2Ccg8sHgjA_Ak0g,{'value': 'UCHVTB2ws2Ccg8sHgjA_Ak0g'},RPcwUunWqhs,Las hienas atacan cobardemente en manada al león.,UgyPAR6Uyl1_sYeak7t4AaABAg,True,9,2024-10-11T01:03:26Z,2024-10-11T01:03:26Z
@robertoherrera6796,http://www.youtube.com/@robertoherrera6796,UCza1DRFHzMq69280bfqiMbA,{'value': 'UCza1DRFHzMq69280bfqiMbA'},RPcwUunWqhs,"Por favor un análisis más importante actual,,solo reseña de trabajo pasado,,el feminismo es estupidez de fanáticos perdida de tiempo",UgwoUXTxg6SMSII2l9h4AaABAg,True,0,2024-10-11T01:02:01Z,2024-10-11T01:04:02Z
@NorbertolLires,http://www.youtube.com/@NorbertolLires,UCLZ2hZD0eqY9EE20KW96K_g,{'value': 'UCLZ2hZD0eqY9EE20KW96K_g'},RPcwUunWqhs,Nunca más afuera genodidas,Ugxuya3OINVBm2gHsal4AaABAg,True,0,2024-10-11T01:01:11Z,2024-10-11T01:01:11Z
@Alan-kb5iz,http://www.youtube.com/@Alan-kb5iz,UCwSRwExIOKPtVg4Rscv-r8A,{'value': 'UCwSRwExIOKPtVg4Rscv-r8A'},RPcwUunWqhs,Abrazo Mariano  10/10 seguí así 💪,UgyHTG27fQqDd35iTQt4AaABAg,True,9,2024-10-11T01:01:09Z,2024-10-11T01:01:09Z
@28dedicimbre,http://www.youtube.com/@28dedicimbre,UCCJAX4xMwMGLbFEt24KPlFg,{'value': 'UCCJAX4xMwMGLbFEt24KPlFg'},RPcwUunWqhs,Son tan estúpidas las personas que apoyan este movimiento feminista.,UgwbaJl3tUL3QFgvQ1B4AaABAg,True,0,2024-10-11T01:00:34Z,2024-10-11T01:00:34Z
@estebanquiroga7629,http://www.youtube.com/@estebanquiroga7629,UC7-LNkjfIZ41xNrgjZkSRnw,{'value': 'UC7-LNkjfIZ41xNrgjZkSRnw'},RPcwUunWqhs,"Que onda con el título igual. Pq la piba le habló con respeto toda la entrevista, dialogar, debatir no es &quot;domar&quot;, &quot;humillar&quot;",UgxgPOZd1zAq-1977tV4AaABAg,True,7,2024-10-11T00:59:32Z,2024-10-11T00:59:54Z
@evangelinanightwish,http://www.youtube.com/@evangelinanightwish,UC76wy55IZEBE11MOG5OcWjQ,{'value': 'UC76wy55IZEBE11MOG5OcWjQ'},RPcwUunWqhs,Frannn... Te re bancamos y hubiera estado ahi .. juro que te defendia,UgxDn1OFYt0E19HI76x4AaABAg,True,0,2024-10-11T00:59:09Z,2024-10-11T00:59:09Z
@carlosalbertoramirez6199,http://www.youtube.com/@carlosalbertoramirez6199,UC3djJrtEdDFKdQ5v4_-19DA,{'value': 'UC3djJrtEdDFKdQ5v4_-19DA'},RPcwUunWqhs,Mariano un GROSOOOO.,UgyGgv0FgxGvpkJA9ph4AaABAg,True,18,2024-10-11T00:59:01Z,2024-10-11T00:59:01Z
@NorbertolLires,http://www.youtube.com/@NorbertolLires,UCLZ2hZD0eqY9EE20KW96K_g,{'value': 'UCLZ2hZD0eqY9EE20KW96K_g'},RPcwUunWqhs,Fiera como hombres jujuju ratas ensobradas ni a caminar salchichon genosidas ya se van nunca mad,UgwI-PSdCa0MM_92uS54AaABAg,True,0,2024-10-11T00:58:15Z,2024-10-11T00:58:15Z
@anaraquelmartelespinoza8286,http://www.youtube.com/@anaraquelmartelespinoza8286,UCHGSFXWDR0hk-AYpF-C2N8Q,{'value': 'UCHGSFXWDR0hk-AYpF-C2N8Q'},RPcwUunWqhs,Marianito te veo más gordito 😊,Ugxztp0AUT7n4GfkZ0h4AaABAg,True,0,2024-10-11T00:56:49Z,2024-10-11T00:56:49Z
@NorbertolLires,http://www.youtube.com/@NorbertolLires,UCLZ2hZD0eqY9EE20KW96K_g,{'value': 'UCLZ2hZD0eqY9EE20KW96K_g'},RPcwUunWqhs,Jajaja bobo anda facultad bobo bobo entrena que ni a pan solitos vas a poder andar bobo nunca mas,UgwebRY2m4CYsDbtJPN4AaABAg,True,0,2024-10-11T00:56:41Z,2024-10-11T00:56:41Z
@briangordon1570,http://www.youtube.com/@briangordon1570,UCx_V1mgJW0Sz29vAHy6Pjbg,{'value': 'UCx_V1mgJW0Sz29vAHy6Pjbg'},RPcwUunWqhs,"PRONTO LLEGAREMOS AL 2% PERO NO DE VOTOS SINO DE INFLACION , ABRAZOS ZURDOS",Ugw-iXNIiASEZANGs654AaABAg,True,0,2024-10-11T00:56:29Z,2024-10-11T00:56:29Z
@mirthanoemiconsiglio2646,http://www.youtube.com/@mirthanoemiconsiglio2646,UC-Ks6pu1oElwBl9W1SCUehg,{'value': 'UC-Ks6pu1oElwBl9W1SCUehg'},RPcwUunWqhs,Genio Mariano Perez,UgwJQJkg3nIS4VAlvCF4AaABAg,True,17,2024-10-11T00:55:40Z,2024-10-11T00:55:40Z
@e.c.b.8242,http://www.youtube.com/@e.c.b.8242,UCGXsDixkPllg4b3EDq6n95Q,{'value': 'UCGXsDixkPllg4b3EDq6n95Q'},RPcwUunWqhs,Bien mariano perez,Ugw3qvS1lV1XAySr6UR4AaABAg,True,8,2024-10-11T00:55:30Z,2024-10-11T00:55:30Z
@RaúlRivas-l2t,http://www.youtube.com/@Ra%C3%BAlRivas-l2t,UCywpVd57R6MGMQ5xtWYKKtg,{'value': 'UCywpVd57R6MGMQ5xtWYKKtg'},RPcwUunWqhs,Muy bien Mariano Pérez!,UgwpLDG4rcAy5s4E5Gx4AaABAg,True,12,2024-10-11T00:55:28Z,2024-10-11T00:55:28Z
@jessicagoyes7102,http://www.youtube.com/@jessicagoyes7102,UCqVJWhCZXfGciOIG8IOkgkg,{'value': 'UCqVJWhCZXfGciOIG8IOkgkg'},RPcwUunWqhs,Saludos desde Ecuador. Dios te bendiga Marianito por defender las ideas de la libertad,UgyLbIyOah26b0uuOJZ4AaABAg,True,27,2024-10-11T00:55:21Z,2024-10-11T00:55:21Z
@mirthanoemiconsiglio2646,http://www.youtube.com/@mirthanoemiconsiglio2646,UC-Ks6pu1oElwBl9W1SCUehg,{'value': 'UC-Ks6pu1oElwBl9W1SCUehg'},RPcwUunWqhs,VIVA EL PRESIDENTE JAVIER MILEI Y VIVA LA LIBERTAD CARAJO,UgxhbR8kKT3Q58tKo0d4AaABAg,True,16,2024-10-11T00:55:15Z,2024-10-11T00:55:15Z
@evangelinanightwish,http://www.youtube.com/@evangelinanightwish,UC76wy55IZEBE11MOG5OcWjQ,{'value': 'UC76wy55IZEBE11MOG5OcWjQ'},RPcwUunWqhs,Feliiiciidadessss queriiidoooo!!!!!!!!!,Ugwis5iFdtqVJz3JDLl4AaABAg,True,3,2024-10-11T00:55:05Z,2024-10-11T00:55:05Z
@cristianaguirre9456,http://www.youtube.com/@cristianaguirre9456,UCFF7nW-PlUHh3B3F2Vb_yzw,{'value': 'UCFF7nW-PlUHh3B3F2Vb_yzw'},RPcwUunWqhs,"Bien ahí Mariano, gracias a Dios que decís todo sin miedo a nada, gracias por la valentía pura que le pones y defendiendo sobre todas las cosas,la verdad.",Ugxc3g4UYPZcRaLP_VV4AaABAg,True,71,2024-10-11T00:52:56Z,2024-10-11T00:52:56Z
@luizzanetti986,http://www.youtube.com/@luizzanetti986,UCzkZ7X15th_xe_OuHhGSzAA,{'value': 'UCzkZ7X15th_xe_OuHhGSzAA'},RPcwUunWqhs,Marianito!! Abraço do Brasil!<br>VLLC!!!,UgzxWhcg9CRdoV6naZl4AaABAg,True,29,2024-10-11T00:50:44Z,2024-10-11T00:50:44Z
@margaritatellio7731,http://www.youtube.com/@margaritatellio7731,UCE1MF0tJ_r31tJro3MdqNsw,{'value': 'UCE1MF0tJ_r31tJro3MdqNsw'},RPcwUunWqhs,Esta mujet  es.deprimente,Ugx8_IvYtQtt6sZs1Gx4AaABAg,True,5,2024-10-11T00:49:41Z,2024-10-11T00:49:41Z
@gonzalo1132,http://www.youtube.com/@gonzalo1132,UCIyMSvejoJXiytrn3Ww3hyA,{'value': 'UCIyMSvejoJXiytrn3Ww3hyA'},RPcwUunWqhs,GOOOOL MARIANO 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽 vamoooos CARAJOOOOOOO 🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽 vivaaaaa ARGENTINA y La libertad carajooooooo 🇦🇷🇦🇷🇦🇷🗽🗽🗽🦁🦁🦁🦁🦁🦁🦁🦁,UgwcmSjUiTiIuayBFPZ4AaABAg,True,4,2024-10-11T00:49:14Z,2024-10-11T00:49:14Z
@gonzalo1132,http://www.youtube.com/@gonzalo1132,UCIyMSvejoJXiytrn3Ww3hyA,{'value': 'UCIyMSvejoJXiytrn3Ww3hyA'},RPcwUunWqhs,VAMOOOOS MARIANO 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽🗽🗽 vamoooos CARAJOOOOOOO 🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽 vivaaaaa ARGENTINA y La libertad carajooooooo 🇦🇷🇦🇷🇦🇷🗽🗽🗽🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁,Ugyp4kVSUuXVAASJ1W14AaABAg,True,32,2024-10-11T00:48:33Z,2024-10-11T00:48:33Z
@gonzalo1132,http://www.youtube.com/@gonzalo1132,UCIyMSvejoJXiytrn3Ww3hyA,{'value': 'UCIyMSvejoJXiytrn3Ww3hyA'},RPcwUunWqhs,VAMOOOOS MARIANO 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽 vamoooos CARAJOOOOOOO 🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽🦁🦁🦁🦁🦁🦁🦁🦁🦁,Ugx2p3G4UNDIPRSh24Z4AaABAg,True,70,2024-10-11T00:48:05Z,2024-10-11T00:48:05Z
@gonzalo1132,http://www.youtube.com/@gonzalo1132,UCIyMSvejoJXiytrn3Ww3hyA,{'value': 'UCIyMSvejoJXiytrn3Ww3hyA'},RPcwUunWqhs,GOOOOL MARIANO 🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽 vamoooos CARAJOOOOOOO 🇦🇷🇦🇷🇦🇷🗽🗽🗽🗽🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁,UgwJdUDedr9lnhT_kjt4AaABAg,True,26,2024-10-11T00:47:44Z,2024-10-11T00:47:44Z
@silviapolito7330,http://www.youtube.com/@silviapolito7330,UC173vTlztjX0YUrIMNk73XA,{'value': 'UC173vTlztjX0YUrIMNk73XA'},RPcwUunWqhs,A Macri le decian &quot;machirulo&quot;,UgzRy374rjJLcc1XOqF4AaABAg,True,0,2024-10-11T00:47:25Z,2024-10-11T00:47:25Z
@FreddySloane1984,http://www.youtube.com/@FreddySloane1984,UC8DgFNUm8nrlMFrshFLZThA,{'value': 'UC8DgFNUm8nrlMFrshFLZThA'},RPcwUunWqhs,"Estoy harto de estas verdes. FRAN FIJAP Y MARIANO SON PERIODISTAS EN SERIO. <br>Estas verdes militaron plandemia, vakunas y pañuelo verde y Massa.  NUNKA MÁS",UgzPsfh7xKEqO1M1NpF4AaABAg,True,19,2024-10-11T00:46:53Z,2024-10-11T00:46:53Z
@anapaulapires1307,http://www.youtube.com/@anapaulapires1307,UCxJk9d4cQt0Lbz7fWLrSjDQ,{'value': 'UCxJk9d4cQt0Lbz7fWLrSjDQ'},RPcwUunWqhs,XAVIER MILEI 👏👏👏👏,UgyjLvn9smSKi6ZFRf14AaABAg,True,5,2024-10-11T00:46:32Z,2024-10-11T00:46:32Z
@adelinaestercabrera9604,http://www.youtube.com/@adelinaestercabrera9604,UC_xOBLs-0wA9RMkK52ooXDg,{'value': 'UC_xOBLs-0wA9RMkK52ooXDg'},RPcwUunWqhs,Mariano te quiero❤,UgypLztOuWH5QTtX2-J4AaABAg,True,14,2024-10-11T00:46:25Z,2024-10-11T00:46:25Z
@border.periodismo,http://www.youtube.com/@border.periodismo,UC_J368jRtGUPIjl0NZzW0Sg,{'value': 'UC_J368jRtGUPIjl0NZzW0Sg'},RPcwUunWqhs,😂 UN GUSTAZO MARIANO 👏,UgwDR24kO2hDiYZOJv54AaABAg,True,46,2024-10-11T00:46:13Z,2024-10-11T00:46:13Z
@gonzalo1132,http://www.youtube.com/@gonzalo1132,UCIyMSvejoJXiytrn3Ww3hyA,{'value': 'UCIyMSvejoJXiytrn3Ww3hyA'},RPcwUunWqhs,AFUERA FEMINISTA,UgyrjaLvFMPD2xDdu3R4AaABAg,True,6,2024-10-11T00:45:46Z,2024-10-11T00:45:46Z
@fedegiardina3202,http://www.youtube.com/@fedegiardina3202,UCR_mzqabaMPQQh0nnulZqHg,{'value': 'UCR_mzqabaMPQQh0nnulZqHg'},RPcwUunWqhs,Que bien Mariano te superaste un montón loco Mazal Tov,Ugwd9HbWVYbM24NQ7tJ4AaABAg,True,8,2024-10-11T00:45:38Z,2024-10-11T00:45:38Z
@camilaibarrola8303,http://www.youtube.com/@camilaibarrola8303,UCIbbehra5RDu2ummVq9l8iA,{'value': 'UCIbbehra5RDu2ummVq9l8iA'},RPcwUunWqhs,Mariano con esos títulos no te van a querer invitar a ningun otro canal JAJA te la pasas humillando &lt;3 &lt;3 <br>que bien te queda el traje &lt;3,UgxzFIrH5sWRrjIC_o94AaABAg,True,1,2024-10-11T00:45:29Z,2024-10-11T00:45:29Z
@gonzalo1132,http://www.youtube.com/@gonzalo1132,UCIyMSvejoJXiytrn3Ww3hyA,{'value': 'UCIyMSvejoJXiytrn3Ww3hyA'},RPcwUunWqhs,GOOOOL MARIANO 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽🗽 vivaaaaa ARGENTINA y La libertad carajooooooo 🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽🦁🦁🦁🦁🦁🦁🦁🦁,Ugx-0-Flbq0VmO8gSk94AaABAg,True,3,2024-10-11T00:44:41Z,2024-10-11T00:44:41Z
@gonzalo1132,http://www.youtube.com/@gonzalo1132,UCIyMSvejoJXiytrn3Ww3hyA,{'value': 'UCIyMSvejoJXiytrn3Ww3hyA'},RPcwUunWqhs,VAMOOOOS JAVIER MILEI PRESIDENTE 🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽🗽🗽🗽 vivaaaaa ARGENTINA y La libertad carajooooooo 🇦🇷🇦🇷🇦🇷🗽🗽🗽🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁,UgzTH1a64UkmI8J2xQh4AaABAg,True,13,2024-10-11T00:44:19Z,2024-10-11T00:44:19Z
@gonzalo1132,http://www.youtube.com/@gonzalo1132,UCIyMSvejoJXiytrn3Ww3hyA,{'value': 'UCIyMSvejoJXiytrn3Ww3hyA'},RPcwUunWqhs,GOOOOL JAVIER MILEI PRESIDENTE 🇦🇷🇦🇷🇦🇷🗽🗽🗽🗽 VIVAAAAAAAAAAAAAAAAAAAAAAA LA LIBERTAD CARAJOOOOOOO 🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽🦁🦁🦁🦁🦁,UgzvDpby0O1vOb4n2-Z4AaABAg,True,7,2024-10-11T00:44:02Z,2024-10-11T00:44:02Z
@gonzalo1132,http://www.youtube.com/@gonzalo1132,UCIyMSvejoJXiytrn3Ww3hyA,{'value': 'UCIyMSvejoJXiytrn3Ww3hyA'},RPcwUunWqhs,VAMOOOOS JAVIER MILEI PRESIDENTE 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽🗽 VIVAAAAAAAAAAAAAAAAAAAAAAA LA LIBERTAD CARAJOOOOOOO 🇦🇷🇦🇷🇦🇷🗽🗽🗽🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁,UgyIQ5wi3kCOpjEdvgd4AaABAg,True,9,2024-10-11T00:43:48Z,2024-10-11T00:43:48Z
@gonzalo1132,http://www.youtube.com/@gonzalo1132,UCIyMSvejoJXiytrn3Ww3hyA,{'value': 'UCIyMSvejoJXiytrn3Ww3hyA'},RPcwUunWqhs,GOOOOL MARIANO 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽🗽 vivaaaaa ARGENTINA y La libertad carajooooooo 🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁,UgymO8pYjXYPdXBm3nh4AaABAg,True,47,2024-10-11T00:43:15Z,2024-10-11T00:43:15Z
@gonzalo1132,http://www.youtube.com/@gonzalo1132,UCIyMSvejoJXiytrn3Ww3hyA,{'value': 'UCIyMSvejoJXiytrn3Ww3hyA'},RPcwUunWqhs,GOOOOL MARIANO 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽🗽 vivaaaaa ARGENTINA y La libertad carajooooooo 🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🦁🦁🦁🦁🦁🦁🦁🦁🦁,UgysUL50Q-_23lFuDqR4AaABAg,True,34,2024-10-11T00:42:57Z,2024-10-11T00:42:57Z
@gonzalo1132,http://www.youtube.com/@gonzalo1132,UCIyMSvejoJXiytrn3Ww3hyA,{'value': 'UCIyMSvejoJXiytrn3Ww3hyA'},RPcwUunWqhs,VAMOOOOS MARIANO 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽🗽 VIVAAAAAAAAAAAAAAAAAAAAAAA LA LIBERTAD CARAJOOOOOOO 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽🗽🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁,UgyoMAn6o-AHCloxlK94AaABAg,True,14,2024-10-11T00:42:40Z,2024-10-11T00:42:40Z
@gonzalo1132,http://www.youtube.com/@gonzalo1132,UCIyMSvejoJXiytrn3Ww3hyA,{'value': 'UCIyMSvejoJXiytrn3Ww3hyA'},RPcwUunWqhs,GOOOOL MARIANO 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽🗽 VIVAAAAAAAAAAAAAAAAAAAAAAA LA LIBERTAD CARAJOOOOOOO 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🗽🗽🗽🗽🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁,UgxdJdpUliPCMsdKDu54AaABAg,True,9,2024-10-11T00:42:25Z,2024-10-11T00:42:25Z
@anegoro21,http://www.youtube.com/@anegoro21,UCED_cogiox5EzOG_f2A9aJg,{'value': 'UCED_cogiox5EzOG_f2A9aJg'},RPcwUunWqhs,FINISHING..... FATALITY.,UgxQOsZuQn9wiBhMLE54AaABAg,True,1,2024-10-11T00:42:22Z,2024-10-11T00:42:22Z
@oscarlions2860,http://www.youtube.com/@oscarlions2860,UCazArfDf3GxO0AZPJmMU-mQ,{'value': 'UCazArfDf3GxO0AZPJmMU-mQ'},RPcwUunWqhs,Exitos siempre mariano,UgyeH5koXBJ0Fw_bKYh4AaABAg,True,20,2024-10-11T00:41:22Z,2024-10-11T00:41:22Z
@BreakPointMP,http://www.youtube.com/@BreakPointMP,UC_49ElhhVd1BO7MsdBPm77Q,{'value': 'UC_49ElhhVd1BO7MsdBPm77Q'},RPcwUunWqhs,ME GUSTA AL VIDEO SI APOYAS A MILEI!!!,Ugz_6Yh3NErktiJaMv14AaABAg,True,159,2024-10-11T00:41:08Z,2024-10-11T00:41:08Z
@Juan_Bello039,http://www.youtube.com/@Juan_Bello039,UC0cl4urZlfGh4ddqcwrnkFg,{'value': 'UC0cl4urZlfGh4ddqcwrnkFg'},RPcwUunWqhs,Primero saludos,UgzkgKLpaETid6XN1Yd4AaABAg,True,2,2024-10-11T00:41:04Z,2024-10-11T00:41:04Z
@profemauricioferreyra,http://www.youtube.com/@profemauricioferreyra,UCLbnRBT7-JAyWJoFbkibMyQ,{'value': 'UCLbnRBT7-JAyWJoFbkibMyQ'},RPcwUunWqhs,Crack mariano!,UgwxleIxO8WxdBBPDBh4AaABAg,True,10,2024-10-11T00:41:02Z,2024-10-11T00:41:02Z
